id,sentence,intent
1472,بدي استفسر عن الرحل غير المباشرة عالرياض متوفرة الرحل ؟ لسا .. وفي مواعيد ثابتة ولا مرنة ؟,flight_schedules_inquiry
1473,كيف اعرف مواعيد الرحلات من دمشق إلى مسقط,flight_schedules_inquiry
1474,رحلات طيران من اللاذقية الى الشارقة خلال شهر نيسان,flight_schedules_inquiry
1485,هل يوجد طيران من ماليزيا الى سوريا,flight_schedules_inquiry
1489,بدي اسال اذا في عندكم طيران من حلب الى اربيل,flight_schedules_inquiry
1497,مرحبا هل يوجد رحلات من الشهر الخامس الى الشهر التاسع من الشارقة الى دمشق,flight_schedules_inquiry
1506,بكرا في طيارة من الشارقة دمشق,flight_schedules_inquiry
1510,السلام عليكم اي يوم لديكم رحلات من مطار البصره الى مطار دمشق في الاسبوع,flight_schedules_inquiry
1520,رحلة من دمشق او بيروت الى القاعرة   دمشق القاهرة منتصف رمضان,flight_schedules_inquiry
1522,هل يوجد رحل الى مصر ؟,flight_schedules_inquiry
1526,السلام عليكم ممكن جدول رحلات اربيل دمشق لشهر مارس,flight_schedules_inquiry
1534,متى يتوفر رحلة من مطار الكويت إلى مطار حلب خلال الشهر الرابع,flight_schedules_inquiry
1536,تمان بيروت حلب متوفر؟,flight_schedules_inquiry
1540,اريد الاستفسار عن وجود رحلة من سوريا ايريفان او من مطار حلب لمطار يريفان,flight_schedules_inquiry
1541,مرحبا ما عندكم رحلات من برلين,flight_schedules_inquiry
1547,مرحبا انا في السويد احب اسافر للقامشلي,flight_schedules_inquiry
1549,السلام علكم في دمشق الى الرياض طريق الكويت,flight_schedules_inquiry
1561,هل يوجد طيران من دمشق الى طهران,flight_schedules_inquiry
1562,هل يوجد طيران الى الكونجو افريقيا ؟,flight_schedules_inquiry
1564,متوفر رحلات مباشرة من القاهرة او بيروت لحلب؟,flight_schedules_inquiry
1578,أريد أن أعرف موعد الطيران من الكويت إلى سوريا في مايو,flight_schedules_inquiry
1581,متى موعد الرحلات من الشارقة إلى مطار اللاذقية,flight_schedules_inquiry
1583,السلام عليكم يعطيكم العافية ممكن اوقات الرحلات بيروت حلب او بيروت دمشق,flight_schedules_inquiry
1593,يوجد سفر الى مصر,flight_schedules_inquiry
1596,ممكن لو سمحت تشارك مواعيد الرحلات الى القامشلي من بيروت او من دمشق,flight_schedules_inquiry
1599,ممكن الجدول بين بيروت و دمشق كمان؟,flight_schedules_inquiry
1610,ممكن مواعيد رحلات الكويت,flight_schedules_inquiry
1623,اريد ان اعرف هل هناك رحله طيران من دمشق الى الدوحه قطر,flight_schedules_inquiry
1636,السلام عليكم متوفر رحلة دمشق إلى جدة طريق الكويت كل يمت ذهب و عودة شو طيران,flight_schedules_inquiry
1637,مواعيد رحلات دمشق بنغازي,flight_schedules_inquiry
1640,رحلات  الكويت موجودة,flight_schedules_inquiry
1646,ممكن أعرف كم رحلى في بالأسبوع من الرياض إلى الشام,flight_schedules_inquiry
1649,مواعيد رحلات الامارات  الى حلب شهر 5/2023,flight_schedules_inquiry
1657,في عندكون رحلات من السويد للشام,flight_schedules_inquiry
1660,رح اسئلك شو مواعيد وحلب حلب يريفان,flight_schedules_inquiry
1667,السلام علكم في دمشق الى الرياض طريق الكويت,flight_schedules_inquiry
1672,"مرحباَ, اريد الاستفسار عن وجود طيران من دمشق الى جدة في اواخر شهر مارس حتى واوائل شهر ابريل ؟ وشكرا",flight_schedules_inquiry
1674,متى موعد اول طيارة من بنغازي الى سورية,flight_schedules_inquiry
1676,هل هناك رحلات الىيريفان ااشهر تلقادم,flight_schedules_inquiry
1681,هل يوجد حجز من السعودية الرياض الى دمشق,flight_schedules_inquiry
1689,اريد ان اعرف هل هناك رحلات من مطار حلب الى اربيل في الأيام المقبله ؟,flight_schedules_inquiry
1702,ممكن اعرف مواعيد الرحل من بيروت الى حلب,flight_schedules_inquiry
1716,ومن بيروت إلى دمشق هل يوجد أيضاً؟,flight_schedules_inquiry
1719,الرحلات من الشارقة او من بيروت الى حلب و بالعكس,flight_schedules_inquiry
1732,في رحلة الرياض دمشق,flight_schedules_inquiry
1741,عفواً هل يوجد موقع لجدول الرحلات مسقط دمشق وبالعكس في شهري يوليو وأغسطس؟,flight_schedules_inquiry
1755,موعد رحلات من دمشق الى روسيا لشهر اذار,flight_schedules_inquiry
1756,من اوربا الى دمشق صار في رحل,flight_schedules_inquiry
1757,من دمشق الى فرانكفورت باي يوك لو سمحت,flight_schedules_inquiry
1759,السلام علكم في دمشق الى الرياض طريق الكويت كل يمت,flight_schedules_inquiry
1776,رحلة من الشارقة الى اللاذقية بتاريخ ١٨/٤  هل بوحد,flight_schedules_inquiry
1778,مواعيد الرحلات من الكويت الي القامشلي,flight_schedules_inquiry
1782,من بيروت الي القامشلي  ايمتى في رحلات,flight_schedules_inquiry
1784,السلام عليكم هل يوجد رحة مباشر من الكويت الي القامشلي,flight_schedules_inquiry
1786,لو سمحت ممكن اعرف تاريخ الرحلات من 27\7 حتى١٢\ ٨ من اربيل لدمشق,flight_schedules_inquiry
1796,كيف اعرف ايام الرحلات ؟,flight_schedules_inquiry
1811,لو سمحت ممكن اعرف اذا في طيران دمشق تركيا؟ أو إلى أي بلد اوروبي؟,flight_schedules_inquiry
1816,في طيرات لأي بلد أوروبي؟,flight_schedules_inquiry
1822,هي يوجد رحلات من سوريا الى الرياض ؟,flight_schedules_inquiry
1888,مواعيد طيارات من الكويت الى دمشق خلال هالاسبوع؟,flight_schedules_inquiry
1900,هل هناك رحلات في شهر نيسان من بيروت إلى مطار الباسل في اللاذقية,flight_schedules_inquiry
1926,السلام عليكم متوفر رحلة دمشق إلى جدة طريق الكويت شو طيران,flight_schedules_inquiry
1929,حابب اعرف اذا في رحلة من الشارقة الى دمشق,flight_schedules_inquiry
1939,طيب ايمت في رحلات بشهر اربعة,flight_schedules_inquiry
1957,يعطيك العافيه ايمتى في رحلة من موسكو إلى دمشق,flight_schedules_inquiry
1976,ما هي الرحلات المتوفرة من كوالالمبور الى مطار دمشق الدولي؟,flight_schedules_inquiry
2006,الدمام إلى دمشق طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
2009,السلام عليكم متوفر رحلة دمشق إلى ليبيا مباشر كل يمت ذهب و عودة,flight_schedules_inquiry
2016,السلام علكم في رحلة دمشق الى الرياض طريق الكويت كل يمت,flight_schedules_inquiry
2018,هل هناك أي رحلات ذهاب واياب من مطار البصرة إلى مطار دمشق او حلب ؟,flight_schedules_inquiry
2022,السلام علكم في الشارقة الى حلب كل يمت ذهب و عودة,flight_schedules_inquiry
2035,كم عدد الرحلات الجوية من بيروت الى دمشق بالاسبوع,flight_schedules_inquiry
2036,هل يوجد رحلات يومية من بيروت الى دمشق؟,flight_schedules_inquiry
2051,من فضلكم اريد معرفة مواعيد الرحلات من مطار دمشق الدولي الى بنغازي وشكرا,flight_schedules_inquiry
2053,ممكن اعرف جددول رحلاتكم من الشارقه لدمشق والعوده ايضا,flight_schedules_inquiry
2074,عندكم رحلات من السعوديه لدمشق,flight_schedules_inquiry
2082,ما هو جدول رحلات هذا الاسبوع الى اربيل,flight_schedules_inquiry
2085,ممكن اعرف موعد اقرب رحلة الى مصر من مطار دمشق استطيع الحجز بها,flight_schedules_inquiry
2094,يعطيك العافيه بدي سافر بكوا ع الشارقه بعد الساعه 2 شو الخيارات المتاحه,flight_schedules_inquiry
2111,صباح الخير ايمت في رحلات ع دمشق من مطار البصرة الاسبوع القادم,flight_schedules_inquiry
2113,رحلات حلب من الكويت متى بتفتح ؟,flight_schedules_inquiry
2119,حابب استفسر عن رحلات من قامشلي إلى اربيل كم رحلة متوفرة بالاسبوع؟,flight_schedules_inquiry
2121,من مطار بيروت الي القامشلي هل يوجد رحلات,flight_schedules_inquiry
2134,مرحبا لو سمحتو بدي اسال شوفي رحلات بي ٦ او ٧ نيسان من دبي لشام والرجعة بي ٢٦ او ٢٧ الشهر,flight_schedules_inquiry
2148,هل لديكم رحلات من القاهرة الى دمشق؟,flight_schedules_inquiry
2149,لو سمحت ممكن اعرف اي يوم في رحلة من حلب الي الشارقة,flight_schedules_inquiry
2158,السلام عليكم من دمشق الى موسكو متوفر رحلات,flight_schedules_inquiry
2159,السلام عليكم متوفر حلب إلى الرياض طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
2167,موجود رحلات من ابو ظبي اللذقية,flight_schedules_inquiry
2168,بعد اذنك في رحلات من طهران الى دمشق,flight_schedules_inquiry
2208,مرحبا ايمت موعد اقرب رحلة من دمشق الي بغداد,flight_schedules_inquiry
2211,هل في رحلات من الكويت الى حلب,flight_schedules_inquiry
2228,في رحله من البصره لدمشق,flight_schedules_inquiry
2250,السلام علكم رحلة قطر إلى دمشق عن طريق الكويت كل يمت ذهب وعودة شو طيران,flight_schedules_inquiry
2258,رحلة من دمشق الى قطر كل يمت ذهب وعودة شو طيران,flight_schedules_inquiry
2267,هل يوجد سفر من سوريا الى موسكو ؟,flight_schedules_inquiry
2270,هلى هناك رحلة الى اربيل من مطار دمشق,flight_schedules_inquiry
2300,مرحبا .متى رحلة من دمشق الى يريفان,flight_schedules_inquiry
2303,بدي اسألك في على بغداد من مطار دمشق ؟,flight_schedules_inquiry
2311,السلام علكم في رحلة دمشق الى الرياض كل يمت,flight_schedules_inquiry
2312,رحلة من دمشق الى طهران,flight_schedules_inquiry
2317,اذا سمحت بس بدي اسال اذا في رحلات من القامشلي لمطار دمشق بين 20 و 23 نيسان,flight_schedules_inquiry
2319,اريد السفر من الرياض الى دمشق,flight_schedules_inquiry
2321,هل يوجد طيران البحرين من سوريا,flight_schedules_inquiry
351,لو سمحت بدي اسال شو قيمه التذكره من مطار حلب لمطار بيروت رحلة الأربعاء بعد بكره ١٨ يناير,ticket_price_inquiry
353,سعر تزكره‌ عوده‌ الی من  اربیل  الی دمشق,ticket_price_inquiry
374,كم سعر التذكرة من جدة إلى دمشق بتاريخ 3 مارس لشخص كبير وطفل عمرة سنتين,ticket_price_inquiry
403,كم السعر تو وي بهذا التاريخ,ticket_price_inquiry
406,كم سعر التو وي عودة حرة درجة سياحية,ticket_price_inquiry
407,كم سعر التكت ذهاب وإياب بالدرهم الاماراتي الدرجة السياحية تاريخ الحجز  في اول شهر 6 لشخص بالغ وطفل عمرو سنتين,ticket_price_inquiry
426,الرحلة الى القاهرة التكلفة,ticket_price_inquiry
861,سعر تذكرت طائرة لشخص لبالغ وطفل غير بالغ 10 شهر ذهاب فقط ممكن رد,ticket_price_inquiry
1193,مرحبا فيك ترسلنا قديش فيك تكت الطياره من الشام الى اربيل,ticket_price_inquiry
1220,بدي اعرف اديش طيران على الشام من الشارقة,ticket_price_inquiry
166,اسعار تكت الى اربيل,ticket_price_inquiry
348,اريد سعر البطاقة من دمشق إلى طهران,ticket_price_inquiry
349,قديش سعر البطاقة,ticket_price_inquiry
350,تمام شكرا . كم تكافة التذكرة السياحية,ticket_price_inquiry
352,بكم سعر تزكره‌ من  اربیل  ال دمشق ,ticket_price_inquiry
354,اسعار التذاكر؟,ticket_price_inquiry
355,و كم أسعار التذاكر؟,ticket_price_inquiry
356,وادي سعر التيكت لوسمحت,ticket_price_inquiry
357,الشارقة دمشق سعر التذكرة,ticket_price_inquiry
358,كم سعر التذكره ,ticket_price_inquiry
360,كم تكلفة تكت الطيران من اريبل لدمشق ذهاب وعودة,ticket_price_inquiry
361,كم تكلفة الطيران من اربيل الى دمشق ذهاب وعودة,ticket_price_inquiry
362,كم سعر تذكرة السفر الى بنغازي,ticket_price_inquiry
363,وكم سعر التذكرة اذا سمحتي,ticket_price_inquiry
364,شو سعر تذكرة السفر من دمشق للنجف,ticket_price_inquiry
365,كم سعر تذكرة ذهاب إياب من دمشق إلى دبي؟,ticket_price_inquiry
367,سعر تكت الطياره من مطار القاهر الى دمشق,ticket_price_inquiry
368,وشقد تقريبا اسعار روحة و رجعة,ticket_price_inquiry
371,اوك واديش سعر التيكت لو سمحتي,ticket_price_inquiry
372,كم سعر التذكرة؟,ticket_price_inquiry
373,متوسط الاسعار كم ذهاب واياب,ticket_price_inquiry
375,وكم سعر تذكرة الطيران من الشارقة الى حلب ذهاب فقط  مع الشكر,ticket_price_inquiry
376,يعطيك العافية تذكرة طيران ذهاب واياب من اربيل إلى دمشق كم تكلفتها,ticket_price_inquiry
377,ثمن  تزكرة  في هدا تاريخ لو سمحت 3/2/2023,ticket_price_inquiry
380,السلام عليكم كم سعر تذكرة الطيران من بغداد الى دمشق ذهاب واياب لفترة اسبوع,ticket_price_inquiry
381,ازا بدي اطلع من اربيل لمسقط بتاريخ ١٠ فبراير كم التكلفه,ticket_price_inquiry
382,طيب كم تكلفه رحله من مسقط الى دمشق بتاريخ ١٥ مارس,ticket_price_inquiry
384,طيب اذا بدى احجز من الشام اديش يكلف,ticket_price_inquiry
385,ثمن تذكرة ذهاب فقط من دمشق للشارقة؟!,ticket_price_inquiry
386,السلام عليكم ماسعر تيكت سياحي من دمشق الشارقه في تاريخ 31-2-2023,ticket_price_inquiry
387,و ما هي تكلفة البطاقة باتجاه واحد,ticket_price_inquiry
388,كم تكلفة الحجز,ticket_price_inquiry
390,سعر تذكره شام كويت اياب يوم جمعه ٢٠٠٣/١/٢٧,ticket_price_inquiry
391,ممكن اٍال بخصوص تذاكر الشام الرياض؟ كم سعر التذكرة ذهاب واياب؟,ticket_price_inquiry
392,كم سعر طيران من الشارقة الي دمشق,ticket_price_inquiry
393,بدي روح زيارة لبيروت شي اسبوع كم تكلفة تذكرة ذهاب فقط لبيروت,ticket_price_inquiry
394,السلام عليكم كم تكلفة السفر من دمشق الى الشارقة,ticket_price_inquiry
395,كم سعر التذكره,ticket_price_inquiry
396,قديش سعر التذكرة,ticket_price_inquiry
397,مسا الخير لوسمحت سعر تذكرة الطيران من جدة الى دمشق ,ticket_price_inquiry
398,ممكن سعر تذكرة السفر من جدة الى دمشق,ticket_price_inquiry
399,من فضلك كم سعر تذكرة الطيران من الاذقية الى الشارقة بتاريخ 7 شباط والعودة بعد اسبوع,ticket_price_inquiry
400,لطفا أود الاستفسار عن تكلفة الرحلة ذهاب وإياب من دمشق إلى أبو ظبي خلال الشهر القادم.,ticket_price_inquiry
401,لو سمحت بدي استفسر عن اسعار تكت الطيارة لاربيل,ticket_price_inquiry
402,قديش سعر التذكرة من اربيل للشام بموعد 15 من شهر 2,ticket_price_inquiry
404,شو سعر التذكرة لو سمحــت ذهاب و اياب,ticket_price_inquiry
405,كم تكلفة الرحله,ticket_price_inquiry
408,كم سعر التذاكر ذهاب وإياب مسقط -دمشق,ticket_price_inquiry
409,كم تكلفة السفر الى سلطنة عمان,ticket_price_inquiry
410,طيب ممتاز شو سعر الرحلة بتاريخ ٢٦ شباط من الشارقة الى دمشق,ticket_price_inquiry
411,كم تكلفة الرحلة من مطار دمشق الدولي إلى مطار بيروت في الدرجة العادية بتاريخ 13/شباط,ticket_price_inquiry
412,ممكن معرفة السعر,ticket_price_inquiry
413,لو سمحت سعر التكت لشخص بالغ وطفل عمره ٥ سنوات ورضيع بعمر السنه ونصف من بيروت الى دمشق بتاريخ ٢٠٢٣/٣/٨,ticket_price_inquiry
414,"كم تكلفة البطاقة وسطيا"" ذهاب و إياب",ticket_price_inquiry
415,و كم ثمن البطاقة ذهاب و إياب,ticket_price_inquiry
416,عفوا باديه سعر التذكرة عالامارات ارخص وحدة,ticket_price_inquiry
417,صباح الخير كم سعر التكت من قطر الى دمشق,ticket_price_inquiry
418,سلام عليكم سعر التكت لسورية من بغداد,ticket_price_inquiry
419,كم سعر التذكرة من مطار دمشق الى مطار اربيل بتاريخ 28/03/2023 الدرجة الاقتصادية ذهاب فقط ؟,ticket_price_inquiry
420,تذكر ع اربيل شقد بتكلف,ticket_price_inquiry
421,من سوريا دمشق إلى العراق اربيل شقد سعره,ticket_price_inquiry
422,لو سمحتوا.. رحلات للسعودية ... أديش تكلفة التذكرة ذهاب و عودة تقريبا .. ؟,ticket_price_inquiry
424,من دمشق الى اربيل بتاريخ 15 الشهر الحالي شو السعر التكت,ticket_price_inquiry
427,ماهو سعر البطاقة لمسقط لمدة شهر,ticket_price_inquiry
428,سعر تذكره العوده من مصر لحلب,ticket_price_inquiry
429,ممكن أعرف سعر تذكرة الطائرة من دمشق إلى مسقط بتاريخ 2/3/2023,ticket_price_inquiry
430,كم تكلفة الذهاب إلى دمشق من موسكو,ticket_price_inquiry
535,ممكن قائمة الاسعار وبرنامج الرحلات,ticket_price_inquiry
848,رحلة إلى بنغازي الكلفة,ticket_price_inquiry
849,اسعار  رحال دمشق اربيل,ticket_price_inquiry
852,قدي تكلفة السفر لاربيل ذهاب واياي تايخ ٦ الشهر القادم والعوده ٦ شباط,ticket_price_inquiry
855,طيب قديش التكت ع لبنان من حلب,ticket_price_inquiry
856,كم تكلفة الرحلة من دمشق الى بيروت - شخص بالغ و طفلين,ticket_price_inquiry
857,ماهو سعر التذكرة من دمشق الى اربيل ؟,ticket_price_inquiry
858,كم الكلفة بتكون من بعد اذنك الحجز لام وطفل عمر ٣ سنوات,ticket_price_inquiry
859,ممكن أعرف قيمة التذكرة ذهاب وعودة من دمشق إلى الشارقة بتاريخ 15 يناير كم بتكلف؟,ticket_price_inquiry
860,ما سعر تذكرة طيران من مطار دمشق الدولي إلى مطار أربيل,ticket_price_inquiry
862,كم سعر تذكرة من شام إلى اسطنبول,ticket_price_inquiry
863,وكام سعر التذكره,ticket_price_inquiry
864,سلام عليكم كم سعر تذكره سفر من دمشق إلى طهران ذهاب واياب,ticket_price_inquiry
866,شكراً لك وكم تكلفة التذكرة من مطار الشارقة الدولي إلى سوريا,ticket_price_inquiry
867,ممكن سعرتذكرة من اربيل ل دمشق ٢٠ لشهر,ticket_price_inquiry
869,اديش سعر تذكر بغداد دمشق,ticket_price_inquiry
870,ممكن تكلفة تذكرة ذهاب,ticket_price_inquiry
871,كم تذكرة الطيارن من دمشق الى الشارقة,ticket_price_inquiry
873,سعر رحلة اربيل ذهاب فقط,ticket_price_inquiry
874,كم تكلفة تكت الطيران من بيروت الى القامشلي,ticket_price_inquiry
875,لو سمحت بقدر اعرف اديش  التيكت من بيروت عالشام ذهاب واياب,ticket_price_inquiry
876,ما هو سعر التكت من اربيل الى سوريا ذهاب وايهاب,ticket_price_inquiry
877,سعر التذكرة دمشق بيروت دمشق لو سمحت,ticket_price_inquiry
878,كم تكلفة شخص واحد فقط,ticket_price_inquiry
879,سعو تكت ذهاب واياب من دمشق ادى موسكو الى موسكو,ticket_price_inquiry
880,بشكد بطاقة,ticket_price_inquiry
881,ممم طيب انا خارج البلد حابة اعرف بس معدل الاسعار.  لو مو دقيق في مجال  خلال الشهر الاول الاسعار,ticket_price_inquiry
882,كم سعر تذكر من دمشق الى اربيل,ticket_price_inquiry
883,اسعار رحاله اربيل من حلب الا اربيل كم اسعر تذكره اول شهر,ticket_price_inquiry
884,اسعار  رحال دمشق اربيل,ticket_price_inquiry
885,وكم سعر التذكرة,ticket_price_inquiry
886,كم سعر التذكرة,ticket_price_inquiry
887,كم التكاليف للشخص البالغ ؟,ticket_price_inquiry
888,كم سعر التذكره من مسقط الى دمشق  بس ذهاب,ticket_price_inquiry
889,كم تكلفة الرحلة بالسوري او بالدولار,ticket_price_inquiry
890,سعر التذكرة من دمشق الى القاهرة,ticket_price_inquiry
891,كم سعر التكت بليز من دمشق إلى اربيل,ticket_price_inquiry
892,كم تكون الرسوم ع كل شخص  لان انا لدي شخص بالغ وطفلين فوق عمر السنتين,ticket_price_inquiry
893,كم سعر التذكرة من دمشق للشارقة بتاريخ عشرين واحد,ticket_price_inquiry
895,ممكن اسالك عن اسعار التذاكر من حلب إلى يريفان,ticket_price_inquiry
896,تكلفة الحجز من سوريا إلى الإمارات ؟,ticket_price_inquiry
897,اريد معرفة تكاليف الحجز ذهاب وإياب الكويت,ticket_price_inquiry
898,أريد أن استفسر عن أسعار الحجز,ticket_price_inquiry
1094,بدي اسأل عن سعر التكت موسكو-دمشق دمشق-موسكو,ticket_price_inquiry
1138,اود ان استفسر على سعر رحلات الطيران من دمشق الى موسكو,ticket_price_inquiry
1145,كم سعر اليطاقة من مسقط الى دمشق في رحلة الغد,ticket_price_inquiry
1162,بل النسبه للسعر بيختلف من سوريا او الامارات,ticket_price_inquiry
1179,مرحبا من بيروت الا روسيا كم تكلفة وانا سوري الجنسبه,ticket_price_inquiry
1181,ماهو سعر بطاقة الطيارة من حلب إلى دمشق,ticket_price_inquiry
1182,سعر التذكره تتراوح بحدود كم ذهاب وعوده,ticket_price_inquiry
1183,كام الحجز من دمشق للشارقة؟,ticket_price_inquiry
1184,اذا ابي احجز من قطر لدمشق كم التكلفه,ticket_price_inquiry
1186,بدي اعرف سعر تذكرة الذهاب الى موسكو,ticket_price_inquiry
1187,وسعر التذكرة للشخص الواحد,ticket_price_inquiry
1188,كيف نعرف الاسعار من الرياض الى دمشق,ticket_price_inquiry
1189,"بدي اسأل عن اسعار التذاكر ، موسكو دمشق لشخصين : بالغ و طفل عمره 8 سنين",ticket_price_inquiry
1190,سعر التكت بتاريخ ٢٠/٢/٢٠٢٣ من مطار دمشق الى مطار إربيل,ticket_price_inquiry
1191,سعر التكت الى ابو ظبي من دمشق سياحية,ticket_price_inquiry
1192,سعر تذكرة طيران من الشارقةّ الى حلب,ticket_price_inquiry
1196,ممكن اعرف تكاليف البطاقة ذهاب واياب الى الشارقة,ticket_price_inquiry
1197,اريد الاستفسار عن سعر الرحلة في تاريخ عشرين الشهر القادم وعودة في للسابع والعشرين,ticket_price_inquiry
1198,بدي اعرف سعر تكت ذهاب واياب منشان احجز من هلق للتاريخ يلي عطيتك ياه لو سمحت,ticket_price_inquiry
1199,كم سعر تذكر فرد واحد من دمشق الي بنغازي,ticket_price_inquiry
1200,كم سعر تكت الطيران ذهاب واياب من دمشق لابو ظبي ؟,ticket_price_inquiry
1201,كم سعر تذكره من حلب إلى شارقه تاريخ قدوم ٢٥/٣ عوده ٢٥/٦,ticket_price_inquiry
1203,كم سعر التذكرة من مطار دمشق الدولي إلى مطار بغداد الدولي,ticket_price_inquiry
1205,كيف ممكن اعرف اسعار الرحلات او العروض من دمشق للبنان؟,ticket_price_inquiry
1206,بدي أسأل عن سعر التكت لوسمحتوا,ticket_price_inquiry
1207,السلام عليكم سعر تذكرة الشارقة اللاذقية,ticket_price_inquiry
1209,كم سعر التذكرة من دمشق الى الرياض,ticket_price_inquiry
1213,بدي اسئل على حجز من دمشق الشارقة كم تكلف,ticket_price_inquiry
1214,تذكرة من الكويت الى دمشق ذهاب 9/3/2023 درجة رجال الأعمال   كم سعرها,ticket_price_inquiry
1215,لو سمحتوا كم التذكرة ذهاب وعودة من مطار دمشق الدولي الى مطار دبي,ticket_price_inquiry
1216,تكلفة السفر للشارقة بتاريخ ١٥ / ٢,ticket_price_inquiry
1217,سعر تذكرة طيران من دمشق الى موسكو في شهر اذار,ticket_price_inquiry
1218,كم تكلفة التذكرة ذهاب إياب من دمشق إلى الشارقة,ticket_price_inquiry
1221,اريد اسال عن اسعار الرحلات من سوريا لماليزيا,ticket_price_inquiry
1222,سعر التذكرة من دمشق الى ابو ظبي شخص واحد بالغ فقط نوع الرحلة سياحية ذهاب فقط,ticket_price_inquiry
1225,كلفه الطيران عوده من بغداد ع دمشق سوريا,ticket_price_inquiry
1226,شو تكلفة السفر من بيروت على ليبيا,ticket_price_inquiry
1227,طيب اذا كان في رحلة الاحد أو الاثنين شقد السعر,ticket_price_inquiry
1228,كم ثمن التذكرة من المانيا الى بيروت ثم الى دمشق,ticket_price_inquiry
1229,كم سعر التذكرة اذا ممكن,ticket_price_inquiry
1231,كم تكلفة السفر من دمشق الى الرياض,ticket_price_inquiry
1233,كم سعر الرحلة,ticket_price_inquiry
1234,اريد معرفة سعر تكت طيران من دمشق الى الاماىات,ticket_price_inquiry
1235,اذا امكن كلفة التذكرة من دمشق الى بغداد ذهاب فقط يوم 4_3-2023 او 5-4-2023,ticket_price_inquiry
1236,كم الحجز من دمشق الى اربيل يفضل يوم الحجز يكون يوم الاربعاء 22/2,ticket_price_inquiry
1237,قديش سعر التذكرة من دمشق للرياض عن طريق الكويت؟,ticket_price_inquiry
1310,بليز سعر التيكت عدبي ذهاب واياب,ticket_price_inquiry
1321,كم سعر التذكرة من دمشق ل ابو ظبي,ticket_price_inquiry
1329,ما سعر بطاقة السغر من حلب الى دبي,ticket_price_inquiry
1330,ما سعر البطاقة الى الشارقة,ticket_price_inquiry
1343,شو سعر التذكرة لو سمحت,ticket_price_inquiry
1349,"مرحبا , لو سمحتوا شو سعر تيكيت من سلطنة عمان لدمشق ذهاب اياب ( الاياب مفتوح غير محدد التاريخ)",ticket_price_inquiry
1377,"كرت طيارة لمطار الشارقة قديش بيكلف اقل شي، وأكثر شي",ticket_price_inquiry
1382,لو سمحتي كم سعر التذكرة من دمشق الى اربيل,ticket_price_inquiry
1386,تكلفة الرحلة من دبي الى دمشق,ticket_price_inquiry
1399,كم سعر التذكرة ذهاب فقط من دمشق إلى مسقط يوم 2مارس,ticket_price_inquiry
1400,لو سمحت شو سعر تذكرة الطيران ل اربيل,ticket_price_inquiry
1408,كم سعر التذكرة ذهاب فقط من مسقط الي مطار دمشق الدولي بتاريخ 9 مارس ؟,ticket_price_inquiry
1409,سعر تذكرة طيران ليبيا,ticket_price_inquiry
1420,كم تكلفة الحجز من دمشق الى مسقط,ticket_price_inquiry
1423,ممكن استفسر عن تكاليف السفر من دمشق لبيروت بشهر 3 لشخص بالغ و طفلين,ticket_price_inquiry
1462,ممكن اعرف تكيكت. الطيارة على مسقط ماذا يكلف,ticket_price_inquiry
1470,كم التكلفة لو سمحت ذهاب اياب الى الشارقة,ticket_price_inquiry
1481,في اعرف من خلالكم التكلفة كام تكون من الشارقة ل دمشق,ticket_price_inquiry
1486,لو سمحتوا حابب اعرف سعر التيكتات لموسكو,ticket_price_inquiry
1492,شقد سعر من دمشق الو الخرطوم,ticket_price_inquiry
1512,الشارقة - دمشق - كلفة التذكرة,ticket_price_inquiry
1539,سعر بطاقة دمشق موسكو ذهاب وإياب,ticket_price_inquiry
1591,سعر التذكرة بس ذهاب من بيروت لدمشق,ticket_price_inquiry
1614,كم سعر البطاقة من اربيل الى الشام,ticket_price_inquiry
1621,سعر تكت دمشق _بيروت في 20 /3,ticket_price_inquiry
1624,كم سعر التذكرة الى النمسا,ticket_price_inquiry
1627,السعر التذكرة من بيروت إلى القامشلي,ticket_price_inquiry
1628,سعر التذكرة من البصرة الى دمشق,ticket_price_inquiry
1630,ممكن اعرف سعر التذكرة من مطار الاذقية الى الشارقة,ticket_price_inquiry
1644,كم تكلفة التذكرة  من دمشق إلى الكويت,ticket_price_inquiry
1645,كم تكلفة حجز التذكرة  من دمشق إلى الكويت,ticket_price_inquiry
1661,سعر التذكرة من حلب الى مطار الشارقة,ticket_price_inquiry
1663,كم سعر التذكرة من دمشق الى اربيل,ticket_price_inquiry
1664,لو سمحت كنت محتاجة اعرف سعر التذكرة من دمشق إلى القاهرة,ticket_price_inquiry
1677,سعر التزكره لو سمحتم,ticket_price_inquiry
1687,ممكن اسعار من دمشق الي الدوحه,ticket_price_inquiry
1693,كم يبلغ سعر تذكرة دمشق موسكو,ticket_price_inquiry
1697,سعر تذكرة دمشق مسقط,ticket_price_inquiry
1704,اديش تكلفة الرحلة بيروت حلب,ticket_price_inquiry
1718,سعر التذكره على اربيل,ticket_price_inquiry
1736,كم سعر التذكره من الدمام إلى دمشق عن طريق الكويت,ticket_price_inquiry
1740,سعرة التذكرة من دمشق الى موسكو فقط ذهاب,ticket_price_inquiry
1753,سعر تذكرة من دمشق للقاهرة؟,ticket_price_inquiry
1770,الأسعار لطفا من الشارقه إلى دمشق ذهاب فقط,ticket_price_inquiry
